Product Type,Temperature (°C),Humidity (%),Shock Level (g),Risk Level
Vegetables,11.1,94.5,0.13,1
Fruits,9.7,85.6,3.62,1
Eggs,5.1,60.4,2.19,0
Fruits,6.8,87.3,2.86,1
Milk,7.0,62.8,0.72,0
Vegetables,11.7,90.9,1.17,1
Vegetables,9.3,82.4,1.3,1
Milk,9.0,74.5,0.67,1
Milk,7.4,79.3,0.85,1
Vegetables,3.7,86.9,0.84,1
Fruits,9.4,79.5,4.85,1
Eggs,8.1,55.3,1.8,1
Meat,0.1,81.2,3.84,1
Fruits,12.5,74.1,3.46,1
Eggs,9.7,54.7,3.22,1
Meat,1.6,94.2,1.27,1
Vegetables,11.3,91.1,4.48,1
Eggs,9.6,63.0,2.45,1
Fruits,6.8,88.1,1.89,1
Milk,9.3,63.5,1.78,1
Milk,9.7,61.6,3.83,1
Meat,1.6,78.7,3.06,1
Eggs,4.2,67.2,4.98,1
Meat,7.1,94.4,4.63,1
Eggs,5.7,50.6,2.02,0
Milk,6.0,68.6,4.07,1
Vegetables,2.3,96.0,4.99,1
Meat,2.8,87.6,0.05,1
Meat,5.6,79.9,0.43,0
Vegetables,8.0,85.2,3.57,1
Fruits,6.0,86.0,2.73,1
Fruits,6.8,88.3,4.95,1
Meat,6.8,75.1,1.53,1
Vegetables,2.2,97.5,0.56,1
Fruits,14.2,75.3,3.11,1
Meat,1.0,94.2,3.14,1
Fruits,7.4,80.1,1.64,0
Milk,7.8,64.5,1.36,1
Vegetables,7.0,93.6,3.45,1
Meat,4.7,90.0,1.07,1
Milk,2.4,71.4,3.81,1
Vegetables,10.3,93.5,1.13,1
Meat,4.5,91.4,4.07,1
Vegetables,2.3,89.8,4.16,1
Meat,3.7,86.2,2.13,1
Eggs,2.5,58.1,3.86,1
Meat,3.0,88.7,2.72,1
Eggs,2.8,64.0,1.09,0
Fruits,7.3,84.3,4.36,1
Eggs,2.2,61.1,2.56,1
Fruits,12.9,83.4,2.08,1
Vegetables,8.3,85.9,3.84,1
Eggs,7.1,54.9,0.97,1
Milk,2.2,67.9,4.78,1
Eggs,6.6,55.9,1.68,0
Milk,5.8,89.4,1.52,1
Milk,9.8,85.5,4.5,1
Meat,5.6,77.5,1.97,0
Vegetables,7.0,87.6,2.12,1
Fruits,6.3,81.9,1.79,0
Vegetables,7.9,93.8,1.63,1
Milk,7.1,69.6,4.77,1
Fruits,13.6,71.2,4.47,1
Meat,5.5,88.2,4.77,1
Vegetables,8.1,83.2,1.36,1
Meat,5.8,74.7,3.6,1
Fruits,11.2,78.3,0.11,1
Vegetables,12.0,83.0,4.15,1
Meat,4.9,74.5,4.29,1
Vegetables,5.4,91.7,1.73,1
Meat,1.2,94.1,1.1,1
Eggs,7.4,58.5,2.7,1
Eggs,5.4,68.9,4.74,1
Fruits,13.6,87.9,2.64,1
Eggs,6.4,62.1,1.76,0
Vegetables,7.1,93.8,1.32,1
Milk,9.6,85.7,2.13,1
Fruits,11.2,73.1,3.01,1
Fruits,10.2,86.2,1.05,1
Meat,5.5,76.4,2.92,1
Fruits,4.6,82.4,3.51,1
Vegetables,11.6,82.6,1.42,1
Milk,3.5,73.3,1.06,0
Meat,0.2,85.8,2.65,1
Eggs,4.4,57.4,1.81,0
Vegetables,11.4,89.8,4.39,1
Meat,4.0,86.5,4.15,1
Meat,7.5,80.0,1.06,1
Vegetables,11.8,85.1,4.78,1
Milk,6.8,72.5,2.31,0
Eggs,8.2,64.3,4.67,1
Milk,3.4,68.3,3.82,1
Milk,2.9,88.8,2.65,1
Milk,5.0,86.7,1.09,1
Eggs,9.8,63.8,0.45,1
Meat,5.3,91.5,2.85,1
Meat,2.2,87.2,3.88,1
Fruits,5.0,82.6,0.95,0
Vegetables,2.9,88.5,0.48,1
Meat,0.9,89.3,0.17,1
Eggs,9.6,67.6,4.97,1
Fruits,13.8,77.7,4.15,1
Meat,5.8,71.1,3.62,1
Eggs,9.3,64.1,0.65,1
Milk,6.4,87.9,1.63,1
Milk,7.2,87.8,4.38,1
Vegetables,7.9,85.0,0.28,0
Milk,6.6,68.3,3.88,1
Milk,5.8,88.1,4.91,1
Eggs,3.9,68.9,1.11,0
Milk,6.3,72.6,2.16,0
Fruits,7.4,83.1,0.79,0
Eggs,3.1,58.2,4.14,1
Eggs,8.0,58.2,0.79,1
Milk,3.9,65.1,4.09,1
Vegetables,2.3,97.4,2.15,1
Vegetables,11.6,89.9,3.58,1
Milk,4.9,62.4,0.02,0
Fruits,4.2,79.1,0.21,0
Fruits,12.9,80.0,1.72,1
Milk,2.1,61.8,2.02,0
Fruits,11.7,85.6,4.15,1
Fruits,11.0,73.3,4.4,1
Eggs,6.7,57.3,2.79,1
Fruits,8.3,81.7,2.09,0
Fruits,6.0,74.3,3.79,1
Vegetables,10.0,87.0,1.83,1
Milk,2.3,80.0,4.32,1
Vegetables,2.2,91.7,0.68,1
Milk,7.3,66.4,2.66,1
Eggs,9.0,51.1,3.11,1
Vegetables,2.0,93.6,4.93,1
Milk,4.4,83.9,1.16,0
Meat,6.9,92.7,4.62,1
Milk,8.4,63.2,4.91,1
Vegetables,7.0,87.1,0.6,1
Fruits,7.2,70.5,2.63,1
Fruits,14.2,83.2,2.21,1
Meat,7.9,85.1,1.53,1
Eggs,4.9,52.6,2.67,1
Fruits,12.5,71.4,3.39,1
Fruits,8.1,85.0,3.06,1
Eggs,3.7,68.0,4.92,1
Eggs,7.0,51.5,3.18,1
Milk,2.2,75.9,3.65,1
Fruits,12.5,76.5,3.59,1
Eggs,8.5,54.0,4.12,1
Fruits,8.3,80.1,2.49,0
Eggs,8.9,62.1,3.84,1
Milk,2.8,73.8,0.95,0
Eggs,5.7,64.5,1.09,0
Meat,6.9,94.8,0.95,1
Vegetables,8.7,80.9,0.83,1
Milk,4.6,85.0,4.99,1
Milk,6.7,75.2,4.59,1
Eggs,8.8,66.4,1.93,1
Fruits,10.3,75.3,1.78,1
Meat,4.8,93.0,3.5,1
Fruits,6.0,71.8,4.47,1
Vegetables,10.8,86.5,0.33,1
Milk,8.8,79.6,1.91,1
Fruits,12.6,73.1,0.21,1
Eggs,8.4,69.0,4.13,1
Milk,4.2,64.7,1.82,0
Eggs,3.8,54.7,3.44,1
Eggs,7.9,68.5,4.97,1
Meat,1.1,91.9,2.87,1
Fruits,9.7,77.7,0.25,1
Eggs,8.6,50.2,0.91,1
Fruits,10.2,83.5,3.48,1
Vegetables,9.7,82.0,1.57,1
Milk,7.2,72.6,2.93,1
Vegetables,6.2,89.7,3.66,1
Vegetables,4.7,82.4,2.83,1
Meat,6.9,88.7,0.07,1
Vegetables,10.6,91.1,3.14,1
Vegetables,2.7,83.6,1.24,0
Meat,6.4,85.2,0.49,1
Fruits,10.9,83.7,0.81,1
Meat,1.6,75.2,2.87,1
Fruits,8.8,74.2,3.5,1
Meat,5.7,88.5,0.26,1
Meat,6.3,85.6,2.03,1
Fruits,7.4,73.9,0.66,0
Milk,9.3,79.2,2.51,1
Milk,6.5,75.3,4.42,1
Eggs,4.6,55.4,2.83,1
Fruits,4.4,79.5,0.67,0
Eggs,6.3,52.0,1.66,0
Vegetables,11.0,81.0,1.19,1
Meat,5.4,93.7,0.31,1
Fruits,4.6,72.5,3.7,1
Vegetables,9.1,87.6,2.72,1
Vegetables,2.0,83.0,2.24,0
Fruits,13.8,77.8,1.62,1
Eggs,8.2,51.2,2.93,1
Eggs,7.0,54.4,2.39,0
Meat,0.6,89.4,0.81,1
Vegetables,9.0,83.0,1.1,1
Fruits,6.7,79.8,3.79,1
Meat,1.5,83.7,4.48,1
Fruits,7.4,78.6,4.84,1
Vegetables,2.4,85.9,2.38,1
Eggs,5.6,66.3,4.29,1
Fruits,8.6,83.8,2.64,1
Milk,4.6,72.0,3.0,1
Meat,4.2,74.2,3.3,1
Vegetables,2.1,97.0,1.75,1
Meat,5.5,80.8,1.51,0
Eggs,6.4,57.1,0.0,0
Milk,5.5,79.8,1.11,0
Vegetables,7.3,87.7,1.74,1
Eggs,4.8,54.4,1.8,0
Eggs,3.3,50.6,4.43,1
Eggs,4.5,67.0,1.69,0
Eggs,6.1,66.6,4.83,1
Meat,0.4,72.5,4.25,1
Eggs,7.1,69.2,0.59,1
Eggs,2.6,60.6,2.14,0
Eggs,7.6,65.0,0.69,1
Meat,1.1,87.3,0.12,1
Meat,3.5,80.8,3.12,1
Fruits,6.5,71.5,2.95,1
Vegetables,8.0,89.3,1.29,1
Fruits,7.2,89.4,1.29,1
Meat,1.1,81.3,0.81,0
Milk,8.6,63.9,4.05,1
Vegetables,2.6,85.3,1.34,1
Meat,6.5,84.8,1.95,1
Fruits,4.5,75.3,4.05,1
Fruits,9.1,77.8,0.25,1
Milk,7.3,76.1,2.63,1
Eggs,3.8,67.0,0.78,0
Eggs,6.8,55.0,1.85,0
Eggs,9.0,57.2,0.93,1
Eggs,5.4,54.9,3.65,1
Meat,1.9,78.0,3.88,1
Meat,3.0,77.5,1.53,0
Milk,2.3,74.2,1.98,0
Fruits,4.7,74.4,4.41,1
Fruits,11.8,72.8,1.31,1
Meat,4.9,79.9,2.99,1
Vegetables,11.1,94.3,3.68,1
Milk,8.4,62.8,0.38,1
Milk,8.9,89.6,2.96,1
Milk,6.6,72.5,3.9,1
Eggs,2.6,59.2,0.21,0
Meat,0.3,91.3,2.06,1
Eggs,5.8,61.5,0.32,0
Meat,6.4,72.7,0.83,1
Eggs,6.7,64.2,3.6,1
Milk,2.2,78.7,2.31,0
Vegetables,3.5,85.8,1.61,1
Vegetables,5.5,88.9,2.45,1
Fruits,9.9,71.9,3.69,1
Meat,0.4,90.7,4.03,1
Milk,3.0,84.6,1.98,0
Meat,1.5,84.2,1.7,0
Vegetables,6.0,93.2,3.01,1
Vegetables,2.1,87.7,2.99,1
Meat,6.2,88.5,4.87,1
Meat,2.1,73.6,3.31,1
Milk,4.8,60.8,0.56,0
Milk,9.7,72.8,0.04,1
Fruits,9.3,72.1,2.41,1
Milk,2.9,82.1,3.97,1
Meat,3.9,82.1,0.47,0
Meat,4.1,90.9,4.36,1
Fruits,9.8,81.2,1.2,1
Meat,6.7,79.3,2.03,1
Vegetables,9.7,85.5,3.08,1
Eggs,6.0,59.3,0.83,0
Eggs,9.3,55.4,2.64,1
Eggs,3.7,61.5,3.25,1
Meat,2.4,75.0,3.16,1
Meat,0.4,84.1,0.21,0
Vegetables,9.2,85.4,3.99,1
Eggs,5.7,54.0,2.36,0
Milk,7.4,69.2,0.11,1
Fruits,8.3,87.5,3.4,1
Fruits,6.1,85.0,0.68,0
Eggs,8.6,63.5,4.57,1
Fruits,7.2,89.2,0.6,1
Fruits,10.8,86.5,1.53,1
Vegetables,5.1,85.2,0.44,1
Fruits,12.4,87.0,2.16,1
Meat,4.4,88.6,1.24,1
Milk,3.2,77.5,1.52,0
Meat,1.6,85.4,0.72,1
Meat,5.5,89.1,3.59,1
Eggs,3.0,68.7,4.55,1
Milk,3.4,63.7,0.88,0
Fruits,8.0,72.1,3.07,1
Meat,6.9,77.0,4.65,1
Eggs,8.4,53.9,0.36,1
Eggs,3.9,51.9,0.98,0
Milk,7.7,89.6,1.51,1
Eggs,4.5,55.7,2.03,0
Fruits,5.4,86.0,1.26,1
Meat,3.9,83.3,3.43,1
Vegetables,6.8,90.9,3.23,1
Vegetables,2.3,93.5,0.16,1
Fruits,13.2,80.6,4.38,1
Vegetables,11.2,89.5,0.78,1
Meat,4.0,80.3,3.06,1
Vegetables,10.6,81.1,1.18,1
Fruits,7.1,87.8,4.67,1
Milk,5.9,76.9,2.52,1
Vegetables,6.2,80.8,3.61,1
Vegetables,10.6,90.6,0.07,1
Meat,4.6,83.0,3.07,1
Fruits,14.9,87.8,1.33,1
Eggs,5.2,56.4,4.29,1
Milk,5.9,81.7,0.73,0
Milk,4.4,73.1,4.51,1
Milk,7.7,61.0,4.94,1
Meat,6.4,74.3,3.03,1
Eggs,8.3,68.7,4.63,1
Eggs,8.3,55.7,4.71,1
Milk,7.1,86.5,0.08,1
Eggs,2.5,66.6,3.14,1
Vegetables,11.6,93.8,0.84,1
Milk,8.5,85.6,1.18,1
Milk,9.4,89.4,3.7,1
Milk,6.5,79.2,3.71,1
Eggs,9.6,59.8,4.47,1
Milk,9.0,74.8,0.26,1
Fruits,10.5,84.5,0.83,1
Fruits,7.5,71.4,2.6,1
Eggs,4.0,69.7,3.82,1
Milk,2.7,62.1,2.15,0
Milk,8.6,70.5,0.03,1
Vegetables,8.2,96.9,2.89,1
Eggs,2.1,58.7,2.05,0
Fruits,11.8,77.8,0.27,1
Eggs,5.2,56.2,2.38,0
Fruits,13.3,78.9,2.24,1
Fruits,9.0,86.3,1.74,1
Fruits,12.8,82.4,0.99,1
Fruits,7.8,72.4,3.01,1
Fruits,12.8,87.7,0.14,1
Vegetables,2.3,93.2,1.21,1
Vegetables,8.4,87.2,4.78,1
Vegetables,11.9,96.8,2.78,1
Fruits,9.2,81.2,3.96,1
Milk,8.1,79.8,1.97,1
Eggs,4.1,67.7,3.22,1
Fruits,11.7,80.5,1.95,1
Meat,3.3,79.8,4.38,1
Vegetables,2.5,97.7,3.04,1
Fruits,9.8,79.4,0.39,1
Meat,5.1,74.9,3.24,1
Milk,5.8,77.9,3.44,1
Meat,0.9,84.7,2.94,1
Vegetables,11.4,80.9,3.5,1
Milk,10.0,83.5,1.9,1
Eggs,4.5,50.2,3.85,1
Fruits,11.8,81.5,3.01,1
Eggs,5.6,52.8,3.75,1
Eggs,8.6,52.2,1.92,1
Meat,4.6,93.2,4.91,1
Meat,5.4,87.3,0.15,1
Fruits,5.4,71.2,4.78,1
Eggs,9.4,53.7,2.12,1
Meat,1.2,83.5,0.57,0
Meat,1.4,74.3,1.9,0
Meat,1.4,77.8,3.04,1
Vegetables,9.6,94.6,3.7,1
Vegetables,3.1,80.2,2.45,0
Milk,5.1,63.9,3.66,1
Fruits,10.5,77.6,0.86,1
Eggs,3.0,55.2,3.86,1
Eggs,5.2,57.5,3.56,1
Eggs,7.5,58.4,2.74,1
Milk,5.9,65.3,4.87,1
Fruits,11.1,71.9,2.75,1
Vegetables,3.5,93.9,2.15,1
Fruits,14.9,85.7,3.06,1
Milk,8.4,60.1,2.78,1
Fruits,13.8,77.4,4.16,1
Eggs,8.3,61.2,1.22,1
Eggs,9.5,54.8,0.44,1
Eggs,6.8,61.8,1.55,0
Milk,6.6,72.9,2.67,1
Milk,6.8,87.5,2.09,1
Eggs,7.3,68.2,3.71,1
Milk,2.2,88.2,3.42,1
Eggs,2.9,53.7,0.78,0
Vegetables,4.4,82.0,0.08,0
Eggs,2.8,58.6,2.47,0
Eggs,8.8,56.3,3.41,1
Milk,9.2,61.7,3.58,1
Fruits,9.2,83.9,0.16,1
Eggs,7.5,51.6,0.03,1
Vegetables,9.5,81.8,3.42,1
Milk,4.4,86.2,2.96,1
Eggs,9.2,51.8,4.77,1
Meat,5.6,84.8,0.67,0
Vegetables,3.5,85.8,1.41,1
Meat,5.5,78.0,3.41,1
Vegetables,6.9,87.3,3.53,1
Meat,4.5,78.3,2.82,1
Vegetables,6.0,96.2,3.1,1
Milk,5.0,74.5,1.71,0
Eggs,5.6,64.7,0.23,0
Eggs,2.4,50.7,0.92,0
Eggs,8.1,56.4,3.24,1
Milk,7.3,83.9,2.38,1
Vegetables,11.4,85.5,0.42,1
Meat,7.6,91.3,2.05,1
Milk,5.4,87.1,2.09,1
Eggs,2.8,58.0,1.74,0
Fruits,14.8,85.6,2.34,1
Eggs,2.8,65.3,0.53,0
Eggs,7.9,69.3,3.31,1
Eggs,3.7,64.4,1.89,0
Meat,0.7,78.6,4.49,1
Milk,9.4,76.7,4.13,1
Milk,7.0,63.7,2.33,0
Meat,4.3,90.6,1.42,1
Milk,3.5,74.5,0.12,0
Milk,9.4,70.3,4.57,1
Eggs,8.7,69.1,2.59,1
Milk,8.8,77.3,1.5,1
Meat,3.2,76.2,2.44,0
Milk,5.6,70.5,4.32,1
Vegetables,9.9,91.6,3.79,1
Milk,9.5,63.7,4.45,1
Eggs,4.4,68.3,4.79,1
Fruits,10.9,80.5,1.05,1
Fruits,8.4,70.6,2.13,0
Meat,7.5,88.7,1.96,1
Vegetables,7.7,93.5,2.37,1
Vegetables,5.3,86.2,0.79,1
Vegetables,9.4,95.3,2.99,1
Meat,3.1,80.1,2.81,1
Milk,9.4,86.3,0.66,1
Milk,4.3,88.2,4.09,1
Eggs,5.3,67.3,2.77,1
Milk,8.2,84.7,3.14,1
Meat,2.7,78.7,2.18,0
Meat,3.7,80.9,4.75,1
Milk,3.8,67.4,2.0,0
Meat,1.5,76.0,4.59,1
Meat,7.5,81.7,1.81,1
Milk,7.8,68.8,1.47,1
Milk,8.4,79.0,3.16,1
Eggs,7.1,67.9,0.96,1
Eggs,4.2,63.1,1.44,0
Eggs,4.4,67.7,3.84,1
Vegetables,2.1,95.5,2.49,1
Meat,3.6,88.7,1.27,1
Milk,9.1,85.0,2.28,1
Fruits,7.1,82.9,4.78,1
Fruits,7.8,81.8,4.58,1
Vegetables,3.2,96.3,0.51,1
Meat,7.8,87.4,4.44,1
Fruits,5.1,73.8,2.61,1
Meat,1.0,75.9,3.37,1
Meat,6.4,90.2,0.52,1
Milk,9.9,71.0,1.9,1
Fruits,9.7,83.0,3.35,1
Eggs,4.5,68.6,0.15,0
Fruits,12.1,88.2,3.48,1
Fruits,13.7,80.9,4.34,1
Meat,7.2,80.2,2.32,1
Vegetables,4.0,93.0,3.95,1
Vegetables,9.1,90.3,0.69,1
Fruits,13.2,77.0,1.65,1
Milk,2.8,71.1,3.34,1
Eggs,3.6,55.6,1.79,0
Meat,6.6,71.8,1.84,1
Fruits,14.7,73.3,0.49,1
Meat,1.9,92.9,3.03,1
Meat,0.1,76.3,4.5,1
Eggs,2.4,63.2,0.59,0
Vegetables,8.1,85.4,4.0,1
Fruits,13.5,88.5,4.15,1
Meat,1.3,72.9,0.55,0
Fruits,12.1,76.1,4.72,1
Eggs,6.6,63.6,4.06,1
Eggs,2.8,65.2,1.51,0
Vegetables,7.7,95.5,4.71,1
Eggs,2.2,69.7,3.72,1
Milk,6.5,64.2,4.74,1
Meat,2.0,71.3,3.06,1
Eggs,7.3,63.7,3.33,1
Meat,1.9,76.2,4.62,1
Vegetables,4.2,89.4,1.22,1
Milk,5.8,66.4,1.63,0
Milk,9.2,76.2,0.39,1
Milk,8.0,73.9,1.35,1
Eggs,4.7,54.9,4.07,1
Meat,3.3,81.5,3.67,1
Vegetables,7.4,87.1,2.83,1
Vegetables,3.6,89.3,1.04,1
Eggs,4.6,56.8,1.87,0
Milk,3.6,76.5,3.16,1
Meat,4.2,86.3,4.73,1
Meat,6.9,81.2,1.26,1
Vegetables,4.3,95.8,2.29,1
Vegetables,4.1,87.0,4.77,1
Milk,5.5,87.7,3.94,1
Eggs,5.8,68.9,4.09,1
Meat,5.2,82.9,1.12,0
Milk,8.6,86.0,3.67,1
Meat,5.9,73.3,0.0,0
Eggs,5.5,51.2,3.37,1
Eggs,4.2,54.0,1.31,0
Milk,8.8,86.2,4.92,1
Meat,4.1,73.5,4.75,1
Vegetables,2.1,92.4,0.97,1
Vegetables,3.1,91.7,4.55,1
Fruits,12.7,72.4,4.59,1
Meat,1.3,88.5,4.21,1
Meat,3.5,85.2,1.91,1
Meat,2.7,76.6,3.11,1
Eggs,7.9,50.9,4.27,1
Eggs,5.6,67.4,2.78,1
Milk,6.6,89.2,1.2,1
Meat,7.7,89.6,0.62,1
Vegetables,4.9,83.0,1.53,0
Milk,5.7,88.3,0.38,1
Eggs,4.9,69.7,0.35,0
Fruits,8.6,81.1,0.97,0
Milk,5.5,88.2,3.81,1
Milk,8.7,83.0,0.17,1
Meat,7.4,89.0,0.4,1
Eggs,4.4,65.9,4.54,1
Vegetables,4.7,90.5,2.08,1
Meat,1.7,82.2,4.01,1
Eggs,7.5,64.7,1.72,1
Fruits,12.7,88.8,2.33,1
Meat,2.6,81.7,4.78,1
Fruits,10.3,76.0,4.74,1
Milk,2.3,76.5,0.29,0
Fruits,11.7,89.2,1.77,1
Milk,8.5,88.8,3.86,1
Fruits,4.2,83.2,2.45,0
Milk,6.5,78.4,2.79,1
Eggs,4.2,50.2,0.12,0
Vegetables,5.8,87.8,0.86,1
Milk,3.8,70.6,4.54,1
Vegetables,2.3,84.8,2.48,0
Fruits,11.1,71.7,0.7,1
Eggs,7.3,68.3,4.57,1
Fruits,11.7,87.8,0.48,1
Milk,8.3,78.8,1.51,1
Fruits,10.0,70.4,2.51,1
Milk,4.0,61.2,0.51,0
Milk,4.5,86.8,0.36,1
Vegetables,11.5,82.2,4.11,1
Meat,7.3,71.4,3.18,1
Vegetables,3.2,92.9,0.46,1
Vegetables,5.8,83.5,4.5,1
Eggs,3.5,53.3,4.79,1
Fruits,12.8,89.1,3.39,1
Eggs,9.7,54.0,2.39,1
Vegetables,3.9,88.3,4.69,1
Vegetables,6.8,95.2,4.89,1
Milk,2.9,80.1,4.88,1
Meat,4.4,94.8,4.42,1
Fruits,6.3,75.6,3.42,1
Meat,0.9,84.0,0.11,0
Vegetables,11.2,94.2,1.93,1
Eggs,8.6,60.5,2.53,1
Eggs,5.1,67.0,3.83,1
Milk,4.9,65.4,4.93,1
Vegetables,8.5,89.7,2.61,1
Eggs,3.6,53.1,3.37,1
Milk,9.3,89.8,3.07,1
Vegetables,3.7,82.2,1.78,0
Meat,4.0,92.2,2.71,1
Meat,5.6,84.1,2.37,0
Milk,3.6,63.9,2.88,1
Vegetables,3.2,80.1,1.61,0
Milk,4.7,65.7,0.84,0
Fruits,10.4,75.3,1.96,1
Vegetables,11.1,93.2,4.3,1
Eggs,5.5,68.7,0.26,0
Meat,0.7,71.4,3.26,1
Milk,5.7,78.1,2.78,1
Fruits,9.1,89.5,0.73,1
Meat,6.4,88.8,3.56,1
Fruits,10.2,82.0,2.33,1
Meat,1.9,73.1,3.54,1
Milk,4.5,74.0,0.53,0
Meat,2.3,77.1,4.46,1
Eggs,5.5,56.2,4.55,1
Fruits,11.2,73.3,0.03,1
Milk,5.6,61.1,2.83,1
Eggs,3.6,64.9,3.1,1
Eggs,3.9,52.8,3.97,1
Fruits,4.7,86.8,4.53,1
Milk,7.7,71.1,4.82,1
Eggs,2.8,55.6,0.75,0
Eggs,6.0,53.9,3.69,1
Vegetables,3.3,91.1,1.73,1
Fruits,11.4,72.0,4.57,1
Milk,4.4,63.2,1.18,0
Vegetables,4.1,82.3,3.7,1
Fruits,7.1,80.8,4.35,1
Vegetables,9.0,89.2,0.98,1
Eggs,4.1,57.3,2.42,0
Fruits,12.7,88.9,3.93,1
Vegetables,2.1,95.1,1.02,1
Milk,8.9,70.1,4.48,1
Meat,3.1,77.2,1.03,0
Vegetables,8.6,95.7,2.69,1
Vegetables,4.5,89.3,1.17,1
Fruits,7.5,82.4,0.45,0
Eggs,5.2,56.0,2.1,0
Fruits,9.6,88.5,0.74,1
Fruits,12.6,89.0,3.9,1
Vegetables,10.5,91.8,1.97,1
Fruits,13.5,88.1,1.82,1
Vegetables,4.2,81.1,4.54,1
Milk,4.6,81.8,2.71,1
Milk,4.5,67.6,3.15,1
Fruits,8.4,78.8,4.54,1
Vegetables,7.4,80.7,3.34,1
Eggs,9.5,64.1,2.67,1
Eggs,2.9,68.4,0.66,0
Milk,7.2,75.8,3.95,1
Vegetables,2.6,94.5,3.32,1
Vegetables,6.1,85.9,3.22,1
Eggs,7.8,58.1,4.84,1
Meat,3.5,90.3,0.53,1
Meat,7.5,86.3,1.09,1
Vegetables,4.0,81.1,0.39,0
Meat,4.2,79.0,1.52,0
Fruits,9.3,80.0,4.32,1
Eggs,3.4,67.2,4.72,1
Vegetables,6.1,90.1,2.41,1
Milk,4.7,89.1,3.09,1
Fruits,12.2,80.6,0.29,1
Meat,3.9,82.8,4.81,1
Vegetables,10.2,83.3,1.19,1
Fruits,12.3,80.5,0.16,1
Milk,3.0,85.5,4.56,1
Eggs,3.2,60.7,1.82,0
Fruits,5.4,78.8,0.53,0
Eggs,3.1,59.1,2.18,0
Milk,8.5,61.9,3.13,1
Eggs,3.5,58.8,0.48,0
Fruits,12.5,78.2,3.06,1
Milk,9.1,76.6,0.19,1
Eggs,5.1,60.6,4.85,1
Eggs,9.5,56.5,3.37,1
Vegetables,6.4,89.8,1.36,1
Vegetables,3.0,86.4,4.39,1
Fruits,12.7,74.0,4.87,1
Meat,0.7,90.1,2.04,1
Milk,5.8,64.9,4.78,1
Meat,7.3,88.9,1.68,1
Milk,3.4,70.1,1.02,0
Vegetables,7.7,89.1,1.35,1
Meat,1.5,74.8,1.22,0
Eggs,9.8,59.7,3.52,1
Milk,9.8,77.4,2.57,1
Milk,4.8,79.1,0.63,0
Vegetables,6.5,82.0,4.83,1
Vegetables,5.1,81.0,2.28,0
Eggs,5.0,64.2,1.28,0
Milk,4.9,80.5,1.76,0
Milk,7.6,65.1,2.5,1
Vegetables,6.5,94.8,4.11,1
Meat,7.7,90.5,1.62,1
Milk,6.4,85.0,1.81,0
Milk,7.5,84.2,0.94,1
Fruits,8.8,87.0,0.97,1
Eggs,2.3,62.4,1.67,0
Fruits,13.8,86.9,1.05,1
Milk,5.0,88.3,1.35,1
Milk,4.1,85.7,2.98,1
Meat,0.4,71.9,1.08,0
Meat,4.9,89.0,4.31,1
Meat,2.9,92.1,4.24,1
Milk,2.7,68.9,4.39,1
Vegetables,2.2,95.2,4.76,1
Milk,8.0,79.7,1.27,1
Milk,3.3,65.8,1.69,0
Fruits,11.8,82.2,2.2,1
Meat,5.5,86.1,1.17,1
Fruits,11.9,72.5,1.66,1
Fruits,14.6,89.2,1.31,1
Meat,4.8,71.5,2.99,1
Milk,4.5,69.6,4.81,1
Meat,6.3,86.9,0.2,1
Meat,1.1,73.3,1.02,0
Vegetables,2.3,91.4,1.51,1
Meat,5.2,89.9,4.54,1
Vegetables,5.0,91.4,2.88,1
Vegetables,6.3,84.0,4.76,1
Eggs,5.4,58.1,3.27,1
Meat,4.7,95.0,0.61,1
Vegetables,11.6,83.2,0.84,1
Eggs,4.1,63.8,1.79,0
Eggs,5.4,65.0,4.87,1
Vegetables,11.7,81.2,1.61,1
Eggs,6.8,51.0,0.36,0
Milk,6.9,69.8,2.22,0
Milk,6.8,60.5,3.25,1
Vegetables,6.8,90.4,0.84,1
Fruits,10.1,80.8,3.38,1
Meat,7.5,88.7,1.24,1
Milk,9.7,65.0,2.73,1
Eggs,5.8,62.3,3.85,1
Fruits,9.5,86.8,3.23,1
Vegetables,4.5,81.2,3.21,1
Meat,6.0,76.4,1.44,0
Milk,9.6,73.0,4.21,1
Eggs,8.6,57.6,3.32,1
Eggs,5.6,67.8,3.48,1
Vegetables,10.6,90.0,0.34,1
Vegetables,8.8,80.3,1.62,1
Fruits,8.9,88.5,3.13,1
Meat,3.5,88.2,4.69,1
Vegetables,8.0,97.8,3.51,1
Fruits,5.1,74.2,2.56,1
Meat,5.4,82.9,0.42,0
Milk,3.0,76.2,2.63,1
Vegetables,4.3,96.6,2.73,1
Eggs,9.0,59.8,0.77,1
Eggs,8.6,57.2,1.88,1
Meat,3.0,88.6,0.6,1
Fruits,9.5,84.1,4.21,1
Meat,2.2,72.0,0.68,0
Meat,0.0,89.9,3.11,1
Milk,4.9,86.3,4.89,1
Fruits,10.3,78.7,3.79,1
Milk,2.7,77.9,0.23,0
Eggs,7.8,58.0,3.18,1
Meat,5.2,87.2,4.86,1
Eggs,4.4,52.5,3.43,1
Milk,4.3,74.4,3.3,1
Fruits,6.6,86.2,1.16,1
Meat,3.4,79.9,3.67,1
Milk,5.0,82.9,2.33,0
Vegetables,3.5,82.1,3.93,1
Fruits,11.2,79.4,0.64,1
Fruits,10.1,77.5,3.44,1
Meat,2.0,88.6,2.16,1
