Product Type,Temperature (°C),Humidity (%),Shock Level (g),Risk Level
Meat,7.4,79.0,1.12,1
Eggs,2.1,50.9,0.83,0
Milk,9.0,63.1,0.93,1
Vegetables,7.9,93.7,0.81,1
Eggs,9.5,53.8,2.81,1
Eggs,9.3,53.2,1.5,1
Meat,5.1,79.3,3.83,1
Milk,4.3,88.1,2.83,1
Meat,0.8,82.1,4.63,1
Milk,9.4,86.7,0.69,1
Eggs,7.2,56.3,2.26,1
Fruits,14.1,81.2,0.08,1
Meat,3.4,85.0,2.1,0
Meat,1.4,90.8,3.62,1
Eggs,7.0,69.6,3.62,1
Milk,9.5,69.5,3.12,1
Meat,2.1,80.5,0.33,0
Eggs,5.1,67.5,4.23,1
Eggs,6.3,50.7,0.02,0
Fruits,14.1,86.6,2.16,1
Eggs,4.6,64.8,1.18,0
Fruits,5.9,77.8,2.94,1
Milk,8.6,84.0,2.74,1
Fruits,10.4,87.3,4.8,1
Eggs,5.4,55.6,2.54,1
Fruits,10.7,81.0,2.44,1
Milk,2.1,79.1,4.67,1
Fruits,5.5,79.7,4.23,1
Fruits,6.1,88.1,2.96,1
Vegetables,3.5,84.1,0.86,0
Vegetables,9.5,89.6,4.19,1
Eggs,7.2,67.5,4.27,1
Vegetables,3.5,95.1,3.28,1
Eggs,4.0,68.2,2.28,0
Fruits,12.4,88.8,4.78,1
Vegetables,3.0,82.9,2.36,0
Milk,7.7,72.3,0.18,1
Meat,3.3,85.6,2.52,1
Vegetables,2.3,86.1,0.4,1
Meat,5.8,86.0,2.54,1
Fruits,7.4,78.7,1.92,0
Fruits,11.7,86.8,2.28,1
Fruits,5.3,76.7,2.13,0
Eggs,7.8,59.8,3.3,1
Eggs,8.7,63.2,0.56,1
Eggs,8.3,55.6,4.43,1
Milk,8.8,65.9,2.21,1
Milk,2.7,79.9,3.39,1
Eggs,3.5,51.6,4.77,1
Meat,0.4,72.2,1.82,0
Meat,3.2,94.2,0.65,1
Milk,5.3,88.0,0.67,1
Eggs,4.0,54.4,4.96,1
Eggs,4.8,51.5,3.36,1
Milk,2.7,72.8,1.61,0
Fruits,10.9,81.0,0.98,1
Vegetables,3.1,91.1,2.29,1
Milk,4.6,60.3,4.86,1
Meat,7.7,89.5,3.05,1
Vegetables,6.0,90.3,1.89,1
Fruits,5.8,85.6,3.81,1
Milk,6.9,63.6,2.57,1
Milk,9.8,74.6,1.76,1
Vegetables,2.4,83.3,0.12,0
Vegetables,5.2,88.9,3.63,1
Milk,3.4,72.9,0.43,0
Fruits,8.9,80.6,0.33,0
Vegetables,9.1,81.4,0.7,1
Meat,6.3,80.3,2.38,1
Eggs,3.0,65.1,3.25,1
Milk,2.5,78.7,4.65,1
Fruits,10.7,72.4,1.51,1
Eggs,7.5,58.2,0.01,1
Milk,7.6,89.9,2.05,1
Eggs,9.6,51.8,4.47,1
Milk,5.8,81.1,1.46,0
Milk,7.7,67.3,4.98,1
Meat,6.9,70.6,3.53,1
Meat,7.5,75.1,0.25,1
Eggs,3.6,57.7,3.54,1
Vegetables,3.4,87.8,2.14,1
Meat,1.9,88.1,0.3,1
Meat,6.5,76.5,2.69,1
Milk,7.0,70.8,0.25,0
Eggs,4.3,68.9,1.03,0
Milk,5.2,67.6,1.13,0
Vegetables,11.3,84.2,4.44,1
Fruits,6.5,74.8,1.57,0
Eggs,8.0,59.8,3.8,1
Eggs,4.0,65.7,0.16,0
Milk,9.3,87.1,3.18,1
Eggs,9.3,66.2,0.2,1
Vegetables,10.5,88.6,2.29,1
Vegetables,6.2,82.6,2.92,1
Fruits,9.1,71.9,0.06,1
Fruits,7.0,73.5,3.44,1
Fruits,9.3,78.8,3.04,1
Milk,7.8,84.8,4.81,1
Fruits,4.1,86.6,4.8,1
Vegetables,11.4,86.6,0.09,1
Fruits,11.5,72.4,3.6,1
Meat,4.8,91.9,3.0,1
Milk,8.7,66.0,0.98,1
Vegetables,5.8,93.2,0.82,1
Eggs,3.1,56.5,3.3,1
Milk,3.1,88.1,4.59,1
Vegetables,4.0,83.4,2.14,0
Milk,3.1,78.8,3.17,1
Milk,8.9,75.4,4.01,1
Milk,5.0,74.1,1.7,0
Fruits,12.6,73.7,4.84,1
Milk,6.7,80.6,0.44,0
Eggs,3.7,59.5,2.54,1
Milk,3.8,77.1,0.62,0
Fruits,13.3,85.9,2.97,1
Eggs,9.3,53.8,4.09,1
Eggs,3.1,50.4,4.64,1
Eggs,4.8,68.2,1.59,0
Fruits,4.6,89.2,1.06,1
Meat,5.3,94.7,4.16,1
Meat,0.9,79.2,1.59,0
Fruits,6.8,74.2,1.54,0
Vegetables,9.4,95.4,3.13,1
Vegetables,11.9,92.3,2.97,1
Milk,8.2,72.9,4.0,1
Meat,5.3,87.9,2.39,1
Milk,9.1,73.5,1.27,1
Eggs,2.5,55.4,2.6,1
Eggs,5.7,65.0,2.88,1
Eggs,4.7,58.5,0.53,0
Milk,3.8,88.3,4.37,1
Milk,2.3,69.9,2.71,1
Fruits,4.5,76.8,4.46,1
Vegetables,5.0,94.4,1.99,1
Vegetables,3.0,81.2,2.77,1
Milk,7.7,73.9,1.59,1
Fruits,12.3,85.8,5.0,1
Vegetables,4.3,86.8,0.12,1
Eggs,8.4,68.4,4.84,1
Meat,6.2,89.4,2.01,1
Fruits,5.8,73.0,0.84,0
Vegetables,5.2,83.8,1.93,0
Milk,7.3,64.6,0.38,1
Milk,6.3,84.1,3.12,1
Milk,3.4,66.1,2.34,0
Milk,3.7,75.5,3.95,1
Fruits,5.1,70.0,2.82,1
Eggs,4.7,55.8,3.51,1
Eggs,6.2,66.6,2.79,1
Meat,0.7,91.7,3.91,1
Meat,1.6,82.4,1.03,0
Eggs,4.5,62.9,4.22,1
Eggs,9.4,65.8,4.84,1
Fruits,9.3,73.6,2.74,1
Eggs,8.1,67.8,4.0,1
Fruits,5.9,87.6,2.27,1
Eggs,8.8,69.2,1.92,1
Vegetables,6.0,91.8,1.79,1
Meat,1.9,76.3,0.39,0
Vegetables,5.9,95.5,0.72,1
Milk,3.5,76.9,4.74,1
Eggs,9.9,51.7,0.96,1
Milk,9.2,61.1,4.53,1
Eggs,3.0,63.6,0.02,0
Eggs,6.3,53.7,2.73,1
Eggs,4.3,68.9,0.75,0
Eggs,8.3,56.7,3.38,1
Eggs,6.2,67.2,4.86,1
Vegetables,7.5,85.3,3.25,1
Milk,9.5,84.0,2.82,1
Fruits,7.2,84.7,3.7,1
Meat,0.2,88.0,2.93,1
Eggs,9.8,58.4,1.09,1
Meat,0.8,84.6,2.31,0
Eggs,4.5,53.3,0.97,0
Meat,0.7,79.4,2.29,0
Meat,0.4,70.1,4.79,1
Fruits,9.2,70.0,2.53,1
Fruits,4.2,72.9,1.99,0
Milk,6.3,67.2,0.41,0
Vegetables,11.7,86.7,4.1,1
Milk,2.7,71.7,4.95,1
Milk,5.1,75.9,2.23,0
Meat,7.8,78.2,1.81,1
Meat,4.5,74.2,4.52,1
Milk,5.7,64.0,4.37,1
Fruits,11.3,74.9,3.89,1
Fruits,13.6,74.4,3.93,1
Vegetables,7.3,95.8,0.21,1
Meat,3.8,71.7,0.37,0
Vegetables,5.2,84.7,3.7,1
Eggs,7.0,53.6,4.56,1
Eggs,8.8,54.2,4.92,1
Fruits,7.5,77.9,1.96,0
Milk,5.7,89.6,0.18,1
Eggs,9.8,62.8,2.2,1
Fruits,11.3,80.0,4.44,1
Eggs,2.2,57.7,1.38,0
Eggs,2.8,52.6,4.83,1
Milk,5.4,71.0,1.05,0
Eggs,7.2,52.0,3.41,1
Meat,7.6,87.8,2.22,1
Vegetables,11.3,88.3,4.25,1
Fruits,13.1,83.1,0.69,1
Vegetables,10.6,89.8,1.84,1
Milk,5.3,73.9,4.06,1
Fruits,4.2,84.9,1.88,0
Fruits,12.5,88.3,1.72,1
Fruits,9.7,78.2,3.21,1
Meat,3.9,71.7,2.2,0
Milk,4.9,64.4,1.86,0
Fruits,12.6,73.3,1.12,1
Eggs,7.7,59.6,2.97,1
Meat,7.2,94.8,3.54,1
Fruits,8.7,82.6,4.28,1
Milk,2.2,88.1,1.68,1
Milk,3.3,90.0,0.71,1
Eggs,6.3,55.3,3.51,1
Milk,5.7,69.2,0.61,0
Eggs,9.3,56.4,3.22,1
Vegetables,7.8,81.5,4.3,1
Fruits,10.1,78.5,2.45,1
Eggs,6.7,53.0,3.05,1
Milk,6.5,82.0,3.16,1
Milk,3.2,80.9,4.71,1
Vegetables,9.1,91.8,1.86,1
Vegetables,10.9,81.7,2.21,1
Meat,3.1,80.6,1.36,0
Eggs,9.5,69.1,3.38,1
Fruits,6.1,88.9,2.87,1
Milk,6.0,78.9,2.72,1
Milk,9.0,68.9,3.22,1
Eggs,9.4,65.1,4.48,1
Eggs,7.9,62.4,4.67,1
Milk,7.8,89.7,3.9,1
Milk,2.7,87.5,1.87,1
Vegetables,2.6,97.2,3.16,1
Eggs,4.4,56.4,4.51,1
Meat,4.4,75.3,1.03,0
Meat,3.8,83.2,0.18,0
Vegetables,2.4,93.7,2.19,1
Vegetables,5.2,96.7,1.18,1
Milk,3.9,80.6,1.41,0
Vegetables,6.7,91.9,0.93,1
Vegetables,9.9,92.2,3.98,1
Meat,1.8,80.4,2.66,1
Milk,9.3,78.8,0.68,1
Meat,7.9,92.1,2.26,1
Vegetables,7.2,95.9,0.25,1
Vegetables,2.3,93.0,0.78,1
Eggs,7.9,50.7,2.56,1
Milk,3.6,64.3,3.95,1
Milk,8.5,80.1,4.42,1
Eggs,6.7,65.7,0.68,0
Milk,8.7,73.7,2.5,1
Fruits,11.6,75.1,2.56,1
Eggs,3.6,60.2,1.97,0
Milk,3.7,70.6,2.42,0
Fruits,5.2,87.2,3.39,1
Fruits,7.7,76.2,1.62,0
Eggs,2.1,62.7,4.46,1
Fruits,6.3,87.6,0.81,1
Eggs,9.1,62.2,0.9,1
Vegetables,7.0,80.3,4.31,1
Eggs,5.5,58.5,2.06,0
Fruits,10.6,77.4,4.15,1
Meat,6.4,82.6,0.25,1
Fruits,12.7,71.9,4.62,1
Milk,8.9,84.4,0.02,1
Meat,5.8,86.4,2.48,1
Eggs,4.2,50.9,0.98,0
Milk,8.8,77.2,3.92,1
Vegetables,11.8,85.4,1.77,1
Milk,5.4,70.7,0.91,0
Meat,7.2,94.5,3.86,1
Eggs,3.9,56.0,4.76,1
Meat,6.8,82.0,3.55,1
Meat,6.5,75.8,2.49,1
Milk,4.0,77.0,1.0,0
Eggs,8.7,65.4,0.52,1
Meat,7.9,76.5,3.21,1
Meat,0.7,89.8,4.42,1
Eggs,8.4,61.5,4.07,1
Eggs,4.5,54.1,2.72,1
Fruits,7.7,72.6,2.86,1
Fruits,5.1,81.1,4.48,1
Meat,2.7,84.4,0.13,0
Vegetables,4.7,94.5,0.11,1
Fruits,8.1,88.7,1.89,1
Milk,3.4,62.0,0.25,0
Vegetables,6.7,85.9,1.2,1
Milk,8.7,61.4,0.13,1
Fruits,11.3,84.7,1.22,1
Eggs,3.0,54.3,0.27,0
Vegetables,5.2,84.8,0.63,0
Meat,4.8,92.2,1.61,1
Eggs,8.6,50.1,2.62,1
Vegetables,4.8,88.9,0.09,1
Milk,8.3,80.8,4.63,1
Milk,7.1,86.8,3.96,1
Meat,2.8,75.0,0.55,0
Fruits,13.0,75.2,2.94,1
Eggs,4.1,65.2,0.99,0
Eggs,8.2,52.7,3.27,1
Vegetables,7.6,87.2,0.91,1
Eggs,4.1,63.2,2.82,1
Eggs,7.0,62.9,0.47,0
Eggs,3.3,55.0,1.39,0
Meat,0.6,90.0,0.84,1
Vegetables,8.7,93.3,0.52,1
Meat,0.1,83.2,1.85,0
Milk,6.1,81.1,4.02,1
Fruits,8.1,81.5,3.87,1
Eggs,3.7,53.1,0.28,0
Vegetables,10.7,92.2,4.88,1
Eggs,7.9,58.3,4.79,1
Meat,1.8,93.3,3.67,1
Meat,2.2,71.7,3.92,1
Vegetables,5.0,90.6,3.5,1
Vegetables,9.4,85.2,4.36,1
Meat,3.2,82.4,3.71,1
Vegetables,4.9,89.8,0.27,1
Vegetables,10.6,92.6,3.41,1
Eggs,3.7,59.0,1.5,0
Milk,4.4,82.3,0.92,0
Milk,4.9,61.4,3.99,1
Vegetables,10.5,92.2,2.1,1
Meat,7.8,81.0,3.97,1
Milk,4.3,85.8,4.65,1
Fruits,8.5,77.4,4.69,1
Eggs,6.0,50.9,1.17,0
Vegetables,8.7,85.0,1.67,1
Eggs,4.6,55.1,3.2,1
Fruits,12.7,71.8,3.19,1
Milk,3.0,86.5,3.3,1
Eggs,8.0,52.1,3.63,1
Vegetables,4.0,85.0,0.26,0
Fruits,6.5,85.0,4.81,1
Fruits,8.4,86.8,1.38,1
Milk,2.8,65.3,2.04,0
Vegetables,8.7,92.2,0.93,1
Vegetables,8.5,86.9,0.19,1
Eggs,3.7,57.0,0.35,0
Milk,8.7,63.6,1.91,1
Meat,4.7,85.8,0.85,1
Meat,4.8,88.0,1.2,1
Eggs,5.1,66.1,3.58,1
Eggs,9.0,51.5,2.94,1
Eggs,3.9,57.3,3.09,1
Eggs,2.8,65.9,2.1,0
Fruits,9.2,72.7,4.29,1
Fruits,7.4,70.3,3.94,1
Eggs,4.8,52.7,4.75,1
Vegetables,5.1,91.9,1.98,1
Eggs,4.0,54.0,1.43,0
Eggs,7.0,63.0,2.19,0
Fruits,9.8,70.1,1.54,1
Fruits,9.3,81.8,2.92,1
Milk,8.4,83.9,3.06,1
Meat,5.3,87.9,1.19,1
Vegetables,2.6,97.0,2.74,1
Vegetables,6.5,94.0,0.14,1
Meat,7.1,86.7,1.25,1
Fruits,9.7,71.6,0.41,1
Fruits,8.6,88.1,1.1,1
Eggs,7.8,53.7,0.83,1
Milk,6.5,85.4,0.36,1
Vegetables,11.3,90.1,3.94,1
Eggs,2.3,60.1,4.3,1
Fruits,8.1,83.4,0.42,0
Fruits,6.4,78.4,3.42,1
Fruits,8.7,83.3,0.45,0
Milk,9.1,74.6,0.87,1
Milk,8.5,87.8,3.32,1
Fruits,14.4,87.6,2.0,1
Meat,5.5,75.8,0.44,0
Eggs,5.6,53.7,3.23,1
Vegetables,4.4,91.3,0.66,1
Vegetables,10.8,97.1,1.78,1
Meat,4.5,81.6,1.34,0
Eggs,10.0,58.8,4.55,1
Meat,0.2,81.7,0.64,0
Eggs,8.6,53.4,2.43,1
Eggs,7.7,51.1,2.47,1
Vegetables,4.3,93.5,3.02,1
Meat,0.9,82.4,2.83,1
Vegetables,4.9,82.2,1.11,0
Milk,4.4,89.4,3.0,1
Eggs,2.1,55.6,2.79,1
Fruits,4.6,75.9,2.75,1
Vegetables,4.6,91.1,1.27,1
Eggs,9.9,69.8,1.88,1
Eggs,8.6,58.3,2.6,1
Fruits,5.4,84.4,0.45,0
Milk,4.2,66.6,4.61,1
Meat,8.0,71.2,1.29,1
Fruits,8.1,74.2,1.13,0
Meat,6.3,84.7,2.74,1
Vegetables,7.4,94.0,0.24,1
Eggs,6.4,67.0,3.36,1
Milk,5.7,86.8,4.91,1
Meat,2.2,70.1,0.74,0
Eggs,3.7,56.1,0.06,0
Vegetables,3.3,83.9,4.61,1
Fruits,11.1,82.6,2.97,1
Fruits,13.1,86.8,0.44,1
Eggs,8.4,67.1,3.54,1
Meat,5.1,81.6,1.61,0
Eggs,6.0,64.0,3.61,1
Fruits,10.8,78.0,0.52,1
Eggs,6.1,54.1,3.76,1
Fruits,12.3,82.8,3.69,1
Meat,0.5,77.2,2.75,1
Eggs,3.9,57.5,3.37,1
Milk,3.8,83.6,3.03,1
Fruits,9.1,86.2,2.79,1
Fruits,12.6,82.0,2.53,1
Vegetables,4.1,87.0,2.89,1
Eggs,2.6,64.5,3.51,1
Eggs,2.1,66.9,0.17,0
Vegetables,2.3,85.6,3.24,1
Milk,5.4,63.2,4.97,1
Eggs,7.7,67.8,3.11,1
Meat,4.4,71.7,2.2,0
Milk,2.5,65.1,2.26,0
Milk,7.8,87.0,0.92,1
Meat,7.8,94.0,2.78,1
Meat,4.0,72.0,2.86,1
Vegetables,10.5,81.7,3.23,1
Fruits,5.4,87.0,1.45,1
Eggs,3.6,59.9,4.46,1
Vegetables,7.8,84.5,4.84,1
Eggs,8.3,61.9,1.15,1
Meat,6.9,92.2,3.47,1
Fruits,6.0,84.4,2.66,1
Milk,6.5,80.8,4.68,1
Fruits,9.9,80.2,1.64,1
Eggs,3.6,63.2,0.17,0
Milk,2.7,69.1,3.72,1
Eggs,5.5,50.9,2.26,0
Meat,0.1,94.6,3.11,1
Vegetables,7.0,83.5,1.9,0
Meat,6.3,84.0,2.03,1
Vegetables,3.2,87.2,4.48,1
Fruits,12.5,80.4,1.34,1
Milk,3.5,78.5,4.8,1
Meat,0.9,92.5,3.57,1
Meat,5.6,86.6,4.02,1
Milk,6.4,76.4,0.03,0
Eggs,2.3,66.6,2.53,1
Meat,5.5,79.6,3.03,1
Meat,6.7,94.1,4.56,1
Vegetables,8.6,81.6,3.26,1
Eggs,3.8,56.2,2.97,1
Eggs,8.6,54.7,2.89,1
Meat,3.9,78.5,4.82,1
Vegetables,5.1,97.7,1.95,1
Fruits,10.1,80.3,1.12,1
Eggs,8.7,63.1,5.0,1
Vegetables,8.4,92.5,2.75,1
Meat,4.4,93.6,0.63,1
Milk,6.7,69.4,4.89,1
Vegetables,11.2,89.7,0.69,1
Milk,4.7,70.2,2.14,0
Milk,8.3,80.3,0.49,1
Vegetables,9.5,91.2,4.72,1
Meat,2.5,74.8,2.79,1
Eggs,9.4,68.9,1.79,1
Milk,3.4,85.8,2.76,1
Milk,3.6,89.0,0.63,1
Milk,3.5,65.9,3.43,1
Milk,4.1,67.8,3.04,1
Fruits,7.2,71.8,1.02,0
Fruits,10.5,84.5,1.49,1
Vegetables,3.4,87.2,1.19,1
Vegetables,10.8,97.3,4.43,1
Eggs,5.0,57.5,0.66,0
Milk,2.3,87.9,4.56,1
Milk,7.6,81.6,4.36,1
Fruits,8.6,86.2,3.46,1
Meat,6.0,94.9,0.15,1
Meat,3.8,76.8,0.19,0
Eggs,8.7,68.8,1.09,1
Meat,2.0,81.9,2.62,1
Milk,7.7,63.8,2.08,1
Vegetables,5.2,84.5,3.21,1
Vegetables,2.5,80.9,3.13,1
Milk,4.8,87.5,3.8,1
Eggs,9.8,59.9,1.59,1
Eggs,6.5,63.7,1.09,0
Vegetables,9.6,86.2,1.86,1
Eggs,3.1,55.5,3.15,1
Milk,8.5,84.8,1.59,1
Vegetables,4.7,89.5,4.3,1
Eggs,8.4,64.1,0.96,1
Fruits,5.7,84.1,0.55,0
Vegetables,3.9,89.1,3.39,1
Milk,5.0,62.5,3.73,1
Meat,2.3,92.5,0.74,1
Vegetables,7.2,97.1,4.9,1
Meat,0.3,82.7,3.02,1
Eggs,4.4,68.1,0.78,0
Vegetables,5.9,90.2,2.83,1
Vegetables,2.0,96.2,1.55,1
Vegetables,2.3,97.2,1.52,1
Milk,8.3,86.8,4.36,1
Eggs,3.0,63.1,1.22,0
Eggs,3.1,65.3,4.64,1
Eggs,9.2,50.9,3.44,1
Eggs,4.2,51.6,2.84,1
Milk,5.5,84.5,2.21,0
Vegetables,2.2,91.6,3.49,1
Vegetables,8.8,92.9,1.51,1
Vegetables,3.0,86.1,2.38,1
Eggs,5.9,55.3,0.06,0
Milk,6.5,69.4,4.14,1
Meat,1.3,80.6,2.2,0
Milk,6.3,71.8,2.29,0
Milk,7.7,86.3,4.79,1
Eggs,6.2,53.4,3.61,1
Meat,7.7,70.9,4.68,1
Fruits,10.8,76.8,0.87,1
Fruits,4.9,70.4,0.47,0
Eggs,4.6,65.6,1.92,0
Eggs,9.2,67.1,2.07,1
Meat,1.0,76.3,3.69,1
Milk,8.6,71.0,2.1,1
Milk,5.5,67.5,0.97,0
Eggs,9.4,66.8,4.61,1
Vegetables,2.9,96.2,0.57,1
Vegetables,9.5,91.0,1.69,1
Eggs,3.8,62.0,4.37,1
Eggs,2.1,60.8,1.78,0
Fruits,13.2,88.3,4.77,1
Milk,5.2,66.2,0.92,0
Eggs,6.1,64.8,1.42,0
Fruits,4.8,77.2,4.23,1
Vegetables,8.5,81.3,0.91,1
Eggs,3.6,61.2,3.26,1
Vegetables,2.3,80.4,2.33,0
Meat,4.5,76.3,3.71,1
Meat,2.9,72.8,1.53,0
Meat,6.9,77.9,1.97,1
Meat,6.7,73.1,3.44,1
Fruits,7.2,79.3,4.59,1
Milk,9.8,83.3,0.54,1
Vegetables,6.1,89.2,3.31,1
Vegetables,10.3,81.8,3.72,1
Milk,7.2,84.0,0.22,1
Fruits,13.7,82.5,2.15,1
Milk,3.4,73.0,1.32,0
Meat,3.1,81.2,3.89,1
Fruits,8.2,89.9,1.95,1
Milk,5.6,83.3,1.79,0
Vegetables,10.2,91.6,0.27,1
Fruits,8.7,76.2,0.56,0
Fruits,14.7,84.6,4.74,1
Meat,5.7,82.5,4.6,1
Milk,7.4,68.8,4.77,1
Meat,3.6,84.3,1.26,0
Eggs,7.5,51.9,3.39,1
Fruits,12.6,81.0,1.72,1
Fruits,11.1,83.4,3.96,1
Eggs,4.7,54.9,3.61,1
Milk,6.8,70.9,0.88,0
Meat,5.4,77.6,4.2,1
Vegetables,10.9,92.3,4.76,1
Eggs,7.1,63.8,0.8,1
Meat,6.1,80.1,4.76,1
Milk,9.1,82.2,1.02,1
Eggs,3.6,68.2,3.06,1
Meat,5.4,78.0,4.03,1
Fruits,9.1,75.9,4.97,1
Vegetables,10.0,93.1,0.46,1
Meat,5.8,75.1,1.13,0
Meat,7.6,94.0,3.87,1
Meat,7.0,84.9,2.01,1
Meat,7.1,72.5,1.56,1
Vegetables,3.9,94.7,1.86,1
Meat,6.4,86.5,1.58,1
Meat,2.2,81.9,2.42,0
Milk,6.5,66.7,0.3,0
Milk,9.0,66.9,2.25,1
Fruits,14.1,71.8,4.9,1
Milk,3.9,77.0,4.4,1
Meat,0.0,71.8,4.03,1
Vegetables,3.9,88.4,4.63,1
Vegetables,4.6,83.2,2.22,0
Fruits,13.2,86.6,4.64,1
Milk,3.8,70.4,2.54,1
Eggs,3.4,68.7,1.69,0
Eggs,2.3,65.6,2.03,0
Eggs,7.2,50.1,2.09,1
Meat,7.5,78.1,2.94,1
Eggs,3.5,59.3,0.08,0
Milk,8.1,79.1,1.1,1
Fruits,8.7,73.5,4.04,1
Meat,6.9,84.4,0.4,1
Vegetables,10.9,90.5,3.47,1
Eggs,3.5,50.7,0.11,0
Vegetables,4.4,95.1,0.19,1
Meat,4.0,94.6,4.34,1
Eggs,2.3,53.0,3.64,1
Fruits,8.5,89.3,1.56,1
Fruits,5.9,70.4,4.04,1
Fruits,9.7,78.2,4.81,1
Meat,1.1,73.3,3.84,1
Milk,8.4,73.9,2.78,1
Meat,4.3,84.3,1.22,0
Eggs,6.4,52.9,0.63,0
Eggs,3.3,62.4,0.79,0
Vegetables,6.0,93.9,2.68,1
Fruits,10.7,72.5,2.75,1
Eggs,4.5,62.0,4.35,1
Fruits,11.8,88.1,3.02,1
Eggs,6.5,54.4,4.13,1
Vegetables,10.3,95.4,2.64,1
Meat,4.2,90.3,4.0,1
Milk,3.5,78.1,0.2,0
Milk,4.2,78.7,3.0,1
Meat,6.0,83.3,2.34,0
Meat,6.6,77.5,4.17,1
Milk,6.0,67.0,1.87,0
Fruits,12.4,88.1,0.04,1
Milk,3.3,88.3,1.3,1
Fruits,13.7,71.4,1.27,1
Fruits,12.3,83.9,0.41,1
Meat,6.3,93.2,0.25,1
Eggs,4.4,61.3,0.78,0
Milk,4.8,83.5,4.6,1
Fruits,6.6,85.7,1.19,1
Meat,6.2,81.2,4.91,1
Milk,2.3,78.3,4.99,1
Vegetables,5.4,92.2,0.2,1
Eggs,3.8,57.3,2.99,1
Meat,4.3,91.7,3.03,1
Eggs,5.8,63.4,2.19,0
Fruits,14.1,76.3,0.12,1
Milk,5.7,62.5,0.52,0
Meat,4.9,70.2,3.68,1
Vegetables,10.5,82.2,3.31,1
Vegetables,8.8,81.4,0.93,1
Vegetables,4.6,91.1,1.62,1
Fruits,8.1,85.3,3.7,1
Vegetables,10.0,84.3,0.66,1
Eggs,7.1,60.1,1.15,1
Meat,6.4,71.9,0.04,1
Milk,4.2,60.4,2.76,1
Milk,2.6,65.9,1.15,0
Meat,1.1,73.0,0.3,0
Fruits,14.3,71.0,0.88,1
Vegetables,11.9,91.0,3.46,1
Milk,5.4,85.3,3.89,1
Eggs,7.1,64.2,4.84,1
Fruits,10.3,77.1,4.66,1
Meat,0.3,73.7,0.86,0
Eggs,4.1,58.3,2.06,0
Meat,2.3,75.3,4.84,1
Milk,9.3,60.5,1.63,1
Eggs,8.4,57.3,1.46,1
Fruits,14.9,84.1,4.4,1
Fruits,14.7,77.6,2.52,1
Milk,9.1,76.1,3.51,1
Milk,3.9,69.1,4.54,1
Fruits,12.7,73.0,2.49,1
Fruits,7.1,86.1,0.3,1
Meat,0.3,72.9,4.12,1
Eggs,5.2,53.0,4.96,1
Meat,6.5,89.2,1.88,1
Fruits,14.9,84.3,2.98,1
Milk,6.1,62.3,1.41,0
Eggs,9.6,54.6,1.89,1
Fruits,15.0,83.3,0.71,1
Fruits,14.9,72.9,4.78,1
Fruits,5.6,80.2,3.54,1
Meat,0.5,92.6,2.07,1
Eggs,3.9,59.3,4.22,1
Vegetables,5.3,94.6,0.26,1
Meat,6.3,78.0,4.59,1
Meat,4.0,90.1,3.7,1
Fruits,13.9,71.8,1.98,1
Eggs,4.7,57.8,2.07,0
Fruits,10.1,75.6,0.83,1
Eggs,6.1,59.9,0.21,0
Meat,1.7,77.2,1.19,0
Fruits,7.4,85.5,4.23,1
Fruits,7.3,81.7,3.14,1
Meat,5.4,92.4,0.36,1
Milk,4.9,66.3,0.89,0
Meat,7.3,71.7,4.2,1
Eggs,4.4,56.2,0.67,0
Meat,2.4,91.0,4.22,1
Eggs,5.9,53.7,4.13,1
Eggs,10.0,58.8,2.28,1
Eggs,2.9,53.2,1.46,0
Milk,8.4,75.0,3.92,1
Meat,4.8,94.6,0.62,1
Meat,1.9,91.9,0.69,1
Eggs,6.2,51.0,0.66,0
Eggs,8.9,61.2,3.16,1
Milk,6.8,76.8,3.85,1
Vegetables,11.7,95.3,4.34,1
Vegetables,10.5,92.9,4.81,1
Vegetables,6.8,98.0,4.42,1
Vegetables,11.4,84.4,2.42,1
Meat,1.7,83.6,0.27,0
Milk,5.6,62.8,1.62,0
Vegetables,8.0,80.8,3.93,1
Eggs,4.4,51.7,3.87,1
Meat,6.7,71.5,1.89,1
Vegetables,10.8,80.2,4.08,1
Eggs,9.0,68.7,1.66,1
Eggs,3.0,63.7,4.78,1
Meat,3.3,70.1,2.94,1
Eggs,6.1,63.6,2.25,0
Fruits,11.9,75.9,0.87,1
Vegetables,2.2,89.7,2.46,1
Vegetables,11.4,91.8,2.26,1
Fruits,13.4,84.4,2.07,1
Eggs,2.8,66.6,2.69,1
Fruits,4.3,86.6,4.33,1
Fruits,9.9,88.8,3.62,1
Vegetables,10.9,89.8,3.94,1
Milk,2.3,85.8,0.23,1
Milk,4.1,88.9,3.12,1
Vegetables,11.4,80.7,1.51,1
Meat,3.3,89.7,0.31,1
Eggs,2.4,50.0,0.11,0
Milk,3.9,89.7,4.51,1
Eggs,4.6,63.1,2.39,0
Fruits,13.0,82.3,2.61,1
Eggs,7.9,64.0,2.23,1
Milk,7.8,60.2,2.18,1
Eggs,7.0,52.8,1.92,0
Eggs,3.7,64.9,0.11,0
Meat,6.9,93.0,2.81,1
Fruits,11.2,83.4,2.92,1
Milk,2.5,78.9,4.17,1
Meat,7.4,91.7,1.63,1
Vegetables,2.6,96.4,4.98,1
Milk,8.6,65.0,1.25,1
Vegetables,3.1,90.0,1.24,1
Meat,5.8,83.9,0.85,0
